galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_effective_radius,galaxies_lens_bulge_sersic_index,galaxies_lens_mass_centre_0,galaxies_lens_mass_centre_1,galaxies_lens_mass_elliptical_comps_0,galaxies_lens_mass_elliptical_comps_1,galaxies_lens_mass_einstein_radius,galaxies_lens_shear_elliptical_comps_0,galaxies_lens_shear_elliptical_comps_1,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_elliptical_comps_0,galaxies_source_bulge_elliptical_comps_1,galaxies_source_bulge_intensity,galaxies_source_bulge_effective_radius,log_likelihood,log_prior,log_posterior,weight
-0.31328607667952846,-0.05723779412416146,-0.32953553718940765,-0.3003250226662321,13027.600303321016,21.645620868494078,3.031955131295893,0.16623685165001642,-0.07267903137117085,-0.4372610239971825,-0.2316145609514607,7.322606791289119,0.09910984767938297,-0.07043908317005038,-0.03433163765260952,-0.44260323095079207,-0.2876298569263456,-0.03430280614849148,0.00013345781293579322,27.923951167604645,-8.812197307437146e+16,7498.23444237588,-8.812197307436395e+16,0.0
0.08780289378380693,0.3693765364997756,0.4163165225038384,0.935681248340209,16132.764979309457,25.85422693945507,3.2606553535149967,0.0570495919576485,0.07374147505087088,-0.008387732845241363,-0.44798304221988866,4.748739618962986,0.13373980053829448,0.15965975069968102,-0.09191190684457846,0.19435817968968205,0.12287403347418303,-0.2498010999356106,14032.417274180243,26.351557689208704,-1.4948919610436328e+16,4.8603380889049586,-1.4948919610436324e+16,0.0
0.14865409897443327,-0.029827138421321085,-0.3987389947694352,0.3404797947941884,863.1919536743007,5.625680924336109,4.668535354087828,0.13825935494103683,-0.04954778427635848,0.20846420346512057,0.06807715283463191,0.4289412288267691,0.06258288563334063,-0.1702458834796138,-0.009551879656895766,-0.19369087432929127,0.05015924555800462,-0.3539496249404182,0.4766343102791803,6.144100375412568,-56489533933561.67,4.586981936617563,-56489533933557.086,0.0
0.10553144470036471,-0.13655552564646428,0.08091713642508659,-0.8166885353524046,3980.2005546944406,1.2773922386480174,2.452701212230454,0.02967271049380985,0.021245733960809747,-0.3335425582552894,-0.18811180869985386,6.207456473519523,-0.004015741241439608,-0.021845323383065912,-0.07910497902523218,0.14648693488128828,-0.10764454916077407,-0.0984071973186433,68.59955806378079,22.718667511882416,-14324890461075.693,2.6051137779379157,-14324890461073.088,0.0
0.6407095298687796,-0.5621716377146447,0.15381080017313378,0.5366061239339945,190.64142915966104,16.67489219274092,2.9696168883290563,0.01900716198410398,-0.1500777007329028,-0.6183416405653354,-0.7693087831122405,2.352392663122729,0.012622146989630517,0.11274891070664272,-0.015467428352861242,-0.012461194275955241,0.6026853264050668,0.842032411167605,0.0011252970468208488,16.919322086055722,-12645906611943.28,902.0221071178449,-12645906611041.258,0.0
-0.0009948908520933937,-0.13938960337467846,0.1807255463417238,0.40875902804201386,0.0005083955175101048,4.855633972204681,1.0045578441606915,-0.05617393031852767,0.2068910769738309,0.31300820423253345,0.3334670342346933,4.502641464590399,0.12562156968311078,-0.06968814976809787,0.41814327691079506,0.09122187440026572,-0.11859705117178214,-0.6069751666685966,5.450905100341447,21.18604652208888,-568138819.2973224,1972.9059942352042,-568136846.3913282,0.0
0.5814043427153925,-0.10146130956708024,-0.09707920583811212,0.2552177228939712,0.031992953123378035,1.7000159810935678,2.795595477752868,0.060609460472839424,-0.049656829712827116,-0.10148070818091898,-0.1712805137013156,3.796285290714982,-0.15963295292864998,-0.17860967104823275,0.013593271645248338,-0.08238526147087898,-0.8405164849994458,-0.07878408486876823,2.3662440686472554,15.376627164141043,-69616342.38622089,35.75500144668041,-69616306.63121945,0.0
-0.18333607340570962,0.20228250027956907,0.42732863327556386,-0.6941743849790888,0.0005737362469400872,28.34240869125667,4.804853233040598,-0.11751900616816445,-0.004304934747374047,-0.000780724202430692,-0.27970069512683793,3.9541510428001194,-0.08473231342726968,0.09536313907392374,0.2244062592543149,0.12700150222289466,-0.18237437203951787,-0.4122325877186465,1.9533557988349124,2.7392144050219613,-7944591.77787184,1747.118000380349,-7942844.659871459,0.0
0.15845014266109356,0.43715301686940816,0.1294291667726429,0.10185297640891283,0.025678344987625813,23.852484370190144,3.6156595436481545,0.04593454255911966,-0.0450474475955262,0.17924773265579066,0.22941366189613255,1.7522944738508794,-0.15355916939848457,-0.12235624900626654,0.14572633380377323,0.040022095182898225,-0.06473223714929624,0.6674947751844106,2.698919010005326e-06,23.367023520053092,-391372.3977384195,370560.6166560999,-20811.78108231956,0.0
-0.02482073884528279,0.12933503874118119,0.23934063533814076,-0.5857940616273936,1.7040752637160046e-05,15.731523603870695,4.498755099643292,-0.05240301331110398,0.09337906984436671,-0.5372922083930917,0.3269551459440802,6.4809602500899315,0.048441043243789395,-0.1714966013140054,-0.04827552640596069,-0.22743446801796952,-0.26736494446738523,0.009315116723667539,0.000434365167436391,0.6997805690984538,-166222.82785738417,60989.176097930846,-105233.65175945332,0.0
